Unnamed: 0,breakfast1,breakfast2,breakfast3,snack1,snack2,snack3,snack4,rice,special,soup,kimchi,special_soup_needed,special_soup_notneeded,vegitable_soup,nonvegitable_soup,possible_with_special,morning_soup_comb1,morning_soup_comb2,morning_soup_comb3,side_dish1,side_dish2,empty,0_x,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,11_x,12_x,13_x,14_x,15_x,16_x,17_x,18_x,19_x,20_x,21_x,22_x,23_x,24_x,25_x,26_x,27_x,28_x,29_x,30_x,31_x,0_y,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y,11_y,12_y,13_y,14_y,15_y,16_y,17_y,18_y,19_y,20_y,21_y,22_y,23_y,24_y,25_y,26_y,27_y,28_y,29_y,30_y,31_y
S¸Å½ÇÁ©¸®,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3639475107192993,-0.7315772771835327,1.7733842134475708,0.18566875159740448,0.7408292889595032,0.8806551098823547,-1.3055442571640015,1.359349012374878,0.8742743730545044,-0.6963603496551514,0.10828255861997604,0.8593552708625793,-0.8847486972808838,-0.6956337690353394,-0.34217309951782227,-0.5943450927734375,-0.5677951574325562,-0.04835549369454384,0.896369218826294,-0.15843622386455536,0.3903704881668091,-0.8051155209541321,-0.6447737812995911,0.20104466378688812,-1.6609066724777222,0.6900642514228821,-1.1346968412399292,0.7774692177772522,-0.31005850434303284,0.11626067757606506,1.3080319166183472,0.7826569080352783,4.730606,0.0,0.0,0.0,11.809055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5976925,0.0,0.0,0.0,16.184328,0.0,0.0,0.0,0.0,0.0,0.0,10.818453,0.0,0.0,0.0,0.0,1.7029192
¸ðµëÆ¢±è,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3317935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5397882,1.5160992,0.0,3.5378606,0.0,0.0,0.0,0.0,0.0,5.9386806,0.65277934,2.2929018,0.0,0.0,0.0,0.0,0.0,2.5640757,0.0,0.0,2.8950844,0.0,0.0
¹Ì¿ª¸¸µÎ±¹,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0983315,3.166261,0.0,0.0,0.0,0.0,0.0,0.76687175,0.0,3.3808174,0.0,0.0,0.0,0.0,0.0,0.7118237,0.0,0.0,0.0,1.8290173,0.0,2.4583292,0.0,0.0,1.4701462,0.0,0.11058211,0.0,0.0,0.0,0.0,0.0
B¹æ¿ïÅä¸¶Åä(35g),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14419539272785187,-0.1770097315311432,-1.3418188095092773,-0.08567613363265991,-0.3088846802711487,-0.08253728598356247,0.8937763571739197,0.7939214706420898,-2.078395366668701,0.07700329273939133,-0.16620339453220367,-1.9547699689865112,-0.3214665353298187,1.5486088991165161,0.8094990849494934,-0.8480987548828125,-0.8105944991111755,0.3210611939430237,-0.8093904256820679,0.08162248134613037,0.7726508975028992,0.9942395091056824,-0.24547728896141052,-0.3441537320613861,0.6203543543815613,-0.9691084027290344,2.146934747695923,-0.674741804599762,0.26732325553894043,-0.045330293476581573,1.0580339431762695,-1.6079216003417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40881443,2.2185593,3.6619382,0.0,4.2756557,0.0,0.0,0.0,1.6141285,0.0,0.30122423,0.0,0.0,0.0,0.0,0.0,0.0,0.5834131,0.0,1.6440203,0.0,0.0,0.8664354
B¾Æ¿íÁ×,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5373793,0.39453337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505698,0.0,0.0,0.0,0.0,2.3466594,0.0,0.0,0.0,0.0,0.0,0.0,3.5591683,2.2701874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8522396,0.0
¸ÓÀ§³ª¹°,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.2442597150802612,-0.6406789422035217,-0.09504187107086182,-0.7225428223609924,-0.565545916557312,0.5188744068145752,-1.2776703834533691,1.5788249969482422,1.2529677152633667,-1.2526551485061646,0.6763384938240051,1.1324454545974731,-1.5915350914001465,-2.0111887454986572,1.3136626482009888,0.7128622531890869,-0.08081309497356415,-0.3040426969528198,-1.1029458045959473,0.2710977792739868,1.7173676490783691,-0.21948380768299103,1.3105167150497437,-0.16553913056850433,-0.7963716387748718,0.4647010564804077,-0.19563168287277222,-0.40015771985054016,-1.0299046039581299,1.2207353115081787,-1.4514137506484985,0.4544971287250519,0.7796466,0.0,0.0,0.0,7.927148,0.0,0.0,0.0,0.0,1.4079975,0.0,0.0,0.0,0.0,0.0,4.6291857,0.0,0.0,0.0,5.5179596,0.0,6.0619955,0.0,0.0,13.286948,0.0,0.0,4.46297,0.0,0.0,6.71108,0.0
BºÎÃßÁ×,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8362944,0.0,0.0,0.0,0.5998554,0.0,0.18386346,1.4367112,0.21692514,0.0,0.0,0.0,0.3329742,0.0,3.1136198,0.96834135,0.13562572,0.0,1.0341115,0.0,0.0,1.5107716,1.4362907,0.0,0.7218994,0.0,0.0,0.0,1.332721,0.0,0.0,0.0
¸ÅÄÞ¿ÀÂ¡¾î±¹,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1959348,0.0,2.7200437,0.0,0.0,0.0,0.0,0.0,0.32204795,0.0,0.0,0.0,2.206152,0.0,2.0713844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6092006,0.0
B´ç±Ù½ºÇÁ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4607951641082764,-0.19395828247070312,-3.5464365482330322,-0.5004670023918152,-0.6068438291549683,-1.4856113195419312,1.2264208793640137,-0.0691208690404892,-2.508537530899048,-0.07560619711875916,0.43117666244506836,-1.2083516120910645,-0.05811520293354988,0.10994351655244827,1.115228295326233,0.3021208345890045,0.5636293888092041,0.9368851780891418,-1.4838131666183472,0.16808158159255981,1.1679768562316895,2.012324333190918,2.626007556915283,1.345405101776123,3.0770208835601807,-0.5313116908073425,1.7453808784484863,-2.369882106781006,0.915503203868866,0.32561713457107544,-1.6568347215652466,-2.5837295055389404,1.9499534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8022921,0.0,0.0,0.0,4.297398,3.290122,0.0,2.389186,0.0,0.0,0.0,0.0,0.0,5.9800415,1.947386,0.0,0.0,0.0,0.0,0.0,0.0,1.0821745,0.0
B(¿ìÀ¯Á¦¿Ü)º¹¼þ¾ÆÈ£µÎ½º¹«µð,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5233867764472961,0.997107207775116,-3.152303695678711,-0.08935908228158951,0.08142732828855515,-1.4701671600341797,-0.04005323722958565,-0.5934168696403503,-2.1141204833984375,-1.2900639772415161,0.5317876935005188,-1.623300552368164,0.5801825523376465,-0.7464633584022522,0.6575856804847717,-0.8102633357048035,1.1320592164993286,0.4470042288303375,-2.0262534618377686,-1.3618378639221191,0.2557038366794586,0.6775532364845276,1.837143898010254,-0.5546869039535522,2.1634409427642822,-0.8917086720466614,0.861501157283783,-0.6676774024963379,1.310394048690796,0.6700493097305298,-0.44529467821121216,-2.344511032104492,0.0,0.0,0.0,0.0,3.4046166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5262103,0.0,3.1545734,0.0,0.0,4.7283244,5.0553446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
