,name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,snack,snack1,snack2,snack3,snack_breakfast,breakfast1,breakfast2,breakfast3,rice,soup,side_dish1,side_dish2,kimchi,special,empty,rice_type1,rice_type2,rice_type3,rice_type4,rice_type5,rice_type6,rice_type7,rice_type8,rice_type9,rice_type10,rice_type11,rice_type12,rice_type13,rice_type14,rice_type15,rice_type16,rice_type17,rice_type18,rice_type19,rice_type20,rice_type21,rice_type22,rice_type23,rice_type24,simple_rice
0,S(우유제외)수박화채,224,77,1.106,0.07,19.3452,0.28,10.08,0.2604,0.84,99.51666666,0.0336,0.042,0,19.95,4.102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,S감말랭이,42,107.1,0.8148,0.0672,28.8162,4.704,8.82,0.2688,1.26,19.215,0.0042,0.09408,2.1462,0,12.0414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,S곶감,56,119.84,1.0808,0.0448,32.172,4.76,7.84,0.3472,0.56,13.34666666,0.00504,0.13608,1.4952,0,7.0616,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,S과일화채,252,141.47,5.138,4.7103,20.846,1.106,164.71,0.2779,50.4,127.6333333,0.05649,0.26754,2.6495,121.3247,14.9695,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,S(우유제외)과일화채,252,106.47,0.826,0.0623,27.076,1.106,9.31,0.2219,1.4,50.63333333,0.02709,0.04074,1.5435,18.9427,4.3295,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,S당근스틱,42,13.02,0.4284,0.0546,2.9526,1.302,10.08,0.1176,9.66,193.06,0.01554,0.02604,1.2684,34.8684,3.318,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,S멜론퓨레,112,44.8,1.68,0.0448,10.7968,2.24,7.84,0.3808,14.56,2.706666667,0.03584,0.03696,2.2624,5.9024,11.9504,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,S수박화채,280,134.4,5.418,4.718,18.704,0.28,166.6,0.322,50.4,176.5166667,0.063,0.2688,1.106,122.696,14.742,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,S감자건포도샐러드,112,136.22,2.2253,5.3718,20.7508,2.961,15.26,0.7077,35.21,1.044166666,0.06573,0.10752,10.3159,2759.0983,409.934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,S감자샐러드,107.1,127.631,2.53274,6.38386,15.65039,2.9505,17.948,0.70686,33.446,1.050583333,0.061019,0.062286,10.2998,3025.89987,409.48999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,S감자채요거트샐러드,109.2,89.81,2.81596,0.76958,18.80102,2.765,38.262,0.59346,11.102,10.76133333,0.059542,0.12677,9.08474,26.1835,4.82174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,S고구마경단,85.4,154.924,1.56324,1.50388,33.88504,2.4164,15.61,0.42028,14.812,19.824,0.049644,0.046928,5.0008,119.8428,9.93916,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,S고구마샐러드(마요네즈),78.4,161.686,0.7805,5.3725,27.5989,1.89,11.914,0.3675,37.324,2.8875,0.04711,0.0224,4.984,2775.563,411.0218,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,S과일샐러드,77,82.74,0.4697,5.3424,9.1147,0.763,13.93,0.1365,32.69,4.083333333,0.04235,0.02121,15.7325,2751.588,407.5701,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,S과일샐러드(마요네즈),77,83.72,0.4557,5.341,9.3961,0.945,14.35,0.1435,32.69,4.375,0.04011,0.01701,15.5435,2751.119,407.5603,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,S과일샐러드(요거트드레싱),84,50.4,2.3576,1.6352,7,1.176,64.96,0.0686,19.46,26.41333333,0.02422,0.06902,6.9692,36.9376,5.6686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,S단호박샐러드,85.4,53.116,1.267,0.9198,11.431,3.5,24.234,0.273,5.124,221.7833333,0.02394,0.11802,8.6016,135.0692,57.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,S단호박샐러드(마요네즈),78.4,93.786,0.9065,5.7505,11.1069,3.5,9.814,0.3045,32.424,215.1041666,0.02261,0.0987,8.491,2870.637,463.8648,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,S마카로니채소샐러드,56.2,186.267,4.5088,5.4501,28.207,0.266,5.361,0.5468,68.503,33.56433334,0.04995,0.0278,0.9989,2752.2817,408.2085,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,S바나나사과키위샐러드(요거트드레싱),168,116.97,1.8732,0.9723,28.0448,2.793,37.1,0.6062,7.14,11.46833333,0.08274,0.09261,30.2337,35.5558,9.1539,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,S바나나사과키위샐러드(마요네즈),168,206.71,1.2894,11.0257,28.4746,2.653,20.16,0.679,65.38,5.249999999,0.08302,0.07903,30.0489,5516.4298,821.7237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,S블루베리고구마샐러드,127.4,144.746,1.9033,1.2579,31.724,2.52,51.954,0.3948,17.584,21.57166667,0.05642,0.10325,5.2605,62.2615,9.968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,S(우유제외)블루베리고구마샐러드,127.4,152.096,1.9488,1.4154,33.243,2.835,20.454,0.5243,31.934,2.321666667,0.07042,0.0532,5.0365,564.571,69.44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,S사과샐러드(마요네즈),77,86.87,0.2107,5.3165,10.5021,1.89,4.2,0.1085,32.34,2.479166666,0.00161,0.01666,0.987,2756.341,407.9418,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,S연두부샐러드(오리엔탈드레싱),60.3,43.877,2.77105,2.01819,3.62052,0.0464,23.891,0.78153,140.656,5.64475,0.083801,0.071144,0.31458,84.48907,2.83921,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,S오이당근스틱,42,9.45,0.4704,0.0315,2.1168,0.798,8.82,0.1008,5.46,97.59750001,0.00819,0.02016,2.9967,19.1541,3.0891,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,S오이스틱,42,5.88,0.5124,0.0084,1.281,0.294,7.56,0.084,1.26,2.135,0.00084,0.01428,4.725,3.4398,2.8602,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,S으깬견과류고구마샐러드(요거트),130.2,167.748,4.2672,3.66352,29.60412,2.7664,98.91,0.47432,30.8,34.94166667,0.057596,0.138432,5.7232,423.34908,11.68132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,S으깬견과류고구마샐러드(마요네즈),130.2,526.708,1.932,43.87712,31.32332,2.2064,31.15,0.76552,263.76,10.06833333,0.058716,0.084112,4.984,22346.84508,3261.96052,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,S참외샐러드,60.2,68.129,1.58818,4.29182,6.82188,1.4,21.373,0.43912,136.073,1.72175,0.043338,0.092612,0.5572,761.8275,18.49379,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,S채소스크램블에그,71.8,83.507,5.80548,4.9741,3.2338,0.336,40.805,0.81908,162.731,97.01933334,0.04085,0.22499,0.7336,753.54776,170.33534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,S(우유제외)채소스크램블에그,71.8,84.207,5.99028,5.0133,3.1176,0.336,27.365,0.91008,176.591,89.31933334,0.04351,0.20791,0.623,743.21856,169.27134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,S토마토두부샐러드,81.2,75.446,3.32626,4.15198,6.40402,1.6884,22.666,0.59528,135.016,10.09983333,0.028602,0.135464,17.1381,923.75094,133.63938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,S파프리카스틱,56,14.56,0.5096,0.0728,3.5952,0.896,3.36,0.2072,0,15.77333334,0.00784,0.08288,51.38,29.176,16.4136,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,S푸실리샐러드,56,96.39,2.9407,0.119,20.167,0.749,4.48,0.3689,75.39,9.689166667,0.03521,0.04095,16.0076,16.3107,4.3757,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,S과일연두부스무디,119,84.35,2.6614,1.6044,15.6009,0.756,31.64,0.756,3.08,2.683333333,0.10969,0.02212,12.4348,4.1776,0.3052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,S간장닭강정,62.3,129.132,10.11272,5.13331,9.36104,0.2954,13.713,0.41879,412.564,13.031,0.092454,0.13188,0.16604,1008.12264,482.30672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,S닭강정,68.6,141.921,9.94017,5.14066,12.71026,0.5418,14.483,0.36853,447.368,15.74933333,0.092951,0.090097,0.80164,1011.67339,482.30672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,S스크램블에그(버터),52.1,82.978,5.45692,5.62492,1.86998,0,30.318,0.76094,158.611,75.63966667,0.03423,0.209608,0.0553,507.49412,15.596,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,S(우유제외)스크램블에그(마가린),52.1,82.012,5.5384,5.37488,2.09888,0,23.71,0.8056,173.549,59.74033333,0.03556,0.20006,0,574.7252,23.5116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,S스크램블에그,57.8,79.447,5.66758,4.9622,2.2741,0,38.075,0.78548,160.911,64.831,0.03581,0.21988,0.1106,746.51836,169.71514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,S(우유제외)스크램블에그,57.8,80.147,5.85238,5.0014,2.1579,0,24.635,0.87648,174.771,57.131,0.03847,0.2028,0,736.18916,168.65114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,S시금치스크램블에그,71.8,84.067,6.10158,5.0322,3.1141,0,43.675,1.14948,168.471,98.38433334,0.05261,0.26748,8.5106,746.51836,169.71514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,S(우유제외)시금치스크램블에그,71.8,84.767,6.28638,5.0714,2.9979,0,30.235,1.24048,182.331,90.68433334,0.05527,0.2504,8.4,736.18916,168.65114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,S치즈스크램블에그,57.8,112.067,7.86278,7.4794,2.3637,0,109.895,0.79108,285.791,68.28433333,0.04113,0.221,0.0098,766.74556,188.75234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,S치즈스틱,58.8,190.4,15.69176,12.2542,3.0212,0,535.948,0.07756,237.468,27.34666666,0.01568,0.18312,0.0336,710.43392,384.57188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,S토마토스크램블에그,163.5,114.937,6.86332,6.02095,8.5615,2.058,55.792,1.15277,168.338,126.991,0.05884,0.31648,11.3085,950.53784,256.36051,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,S(우유제외)토마토스크램블에그,163.5,115.987,7.14052,6.07975,8.3872,2.058,35.632,1.28927,189.128,115.441,0.06283,0.29086,11.1426,935.04404,254.76451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,S검은깨죽,50.7,211.596,5.4509,6.93448,31.8983,3.4496,179.054,1.3488,103.591,0.642833333,0.184604,0.060746,0,3053.95398,29.63422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,S검은콩죽,50,191.295,7.6552,3.05756,32.09015,2.912,30.701,1.33385,111.127,0.823083333,0.10402,0.10297,0.9408,1448.05255,193.49309,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,S단팥죽,66.1,232.386,10.7562,0.64288,45.13068,7.518,27.952,2.58724,102.289,0,0.26376,0.131292,1.9194,130.389,60.5934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,S단호박죽,66.1,113.946,2.0538,0.35728,25.72248,2.1,6.112,0.61744,101.449,128.45,0.042,0.090552,5.0946,74.844,34.0116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,S닭가슴살옥수수죽,63.3,150.71,7.5796,0.6944,27.3574,0.686,4.95,0.737,115.211,9.998333333,0.17416,0.06216,0.7602,128.9386,3.584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,S닭가슴살채소죽,74.8,172.963,7.4921,2.13963,29.27344,0.4074,8.257,0.77053,117.177,30.26025,0.12964,0.05985,0.94584,712.79613,11.36609,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,S닭고기흑임자죽,67.5,212.688,9.6152,5.37544,30.8084,2.5088,133.232,1.3362,115.771,10.36933333,0.198212,0.090188,0,2221.05744,21.55216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,S닭백숙,79.8,185.81,10.24,4.57721,24.39964,0.1954,8.65,1.15201,129.879,21.04716667,0.127794,0.120083,0.78871,1.6701,0.21035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,S닭살가지죽,72,169.449,7.4382,2.13123,28.45878,0.378,7.851,0.75275,116.043,10.60891667,0.1274,0.07511,0,707.56125,9.07919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,S닭살배추죽,72,168.469,7.434,2.12703,28.22638,0,9.671,0.78635,118.143,10.06058333,0.1505,0.05649,1.4,707.56125,9.07919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,S닭살양배추죽,72,171.409,7.5152,2.13823,28.95718,0.378,11.911,0.75415,117.163,10.15391667,0.1274,0.05691,2.7384,709.73825,13.33239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,S닭영양죽,62.9,161.047,6.5565,2.43391,27.01952,0.5244,7.557,0.98439,117.219,30.25516667,0.105116,0.080537,1.00109,29.53304,3.43833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,S닭죽,58.3,165.478,7.08479,2.03709,27.90733,0.0099,4.165,0.54661,113.319,2.23225,0.123484,0.020358,0.03558,743.10414,10.56179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,S잣죽,50.7,236.082,4.9504,11.69,28.5488,0,4.11,1.318,105.285,0.116666667,0.13748,0.0224,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,S전복죽,58.4,161.539,5.39,1.98003,28.89838,0,13.751,0.99015,238.251,0.13225,0.1351,0.06069,0.42,707.56125,9.07919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,S팥죽,64.7,225.498,10.6512,0.64274,43.47924,7.518,28.211,2.49092,102.8,0.035,0.27321,0.116676,1.9194,130.389,60.5934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,S호박죽,59.1,77.616,1.3552,0.10528,17.91048,0.7,7.092,0.18204,101.239,13.72,0.0203,0.043512,0.5754,38.437,9.0636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,S견과류,8.4,50.568,1.96672,4.515,1.46244,0.5628,15.54,0.2534,16.8,0.091,0.008064,0.054208,0,784.30632,2.555,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,S땅콩,2.8,15.876,0.798,1.29472,0.55748,0.294,1.876,0.05628,0.112,0.011666667,0.00238,0.005796,0,480.04012,0.85512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,S아몬드,2.8,15.904,0.72072,1.30508,0.61096,0.2688,11.452,0.10472,15.372,0.025666667,0.000364,0.040292,0,304.2662,1.69988,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,S호두,2.8,18.788,0.448,1.9152,0.294,0,2.212,0.0924,1.316,0.053666667,0.00532,0.00812,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,S가래떡구이,56,119.28,2.0776,0.2072,27.328,0.392,5.6,0.0784,146.16,0,0.00392,0.00728,0,68.348,2.5928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,S개피떡,112,231.84,4.816,0.896,51.072,0,19.04,1.344,173.6,0,0.056,0.0448,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,S건포도감자볼,49,48.93,1.029,0.0539,11.8559,1.449,8.82,0.3444,2.31,0.023333333,0.03052,0.08904,4.4303,8.3461,1.7248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,S고구마맛탕,81.3,169.449,0.73052,4.313,31.87672,1.9093,11.858,0.32746,4.943,1.868916667,0.046113,0.021101,4.984,877.50336,479.49859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,S꿀떡,56,117.6,1.7304,0.8176,25.8384,0.896,14,0.2128,138.88,0,0,0.00672,0,379.344,18.508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,S꿀호떡,56,117.6,1.7304,0.8176,25.8384,0.896,14,0.2128,138.88,0,0,0.00672,0,379.344,18.508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,S노란시루떡,56,102.48,3.2648,0.2296,21.8064,1.736,10.08,0.4928,130.48,0.093333334,0.0168,0.01736,0,83.3392,18.0544,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,S녹차밤양갱,51.8,106.715,5.05729,0.12299,21.71421,0.5096,20.272,0.98882,0.203,4.522583333,0.048041,0.03899,0.67116,11.90784,11.02675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,S단팥도너츠,42,145.74,2.772,6.426,19.194,0,11.34,0.42,78.96,10.92,0.042,0.0294,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,S단팥빵,42,106.26,3.1794,1.3314,20.3742,2.646,10.5,0.4158,75.6,11.375,0.0189,0.04074,0,163.9176,29.6352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,S단호박견과류찜,53.2,52.311,1.67405,2.36663,7.5271,2.9078,14.364,0.315,0.126,149.8933333,0.016737,0.099631,5.9437,709.8504,40.83688,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,S단호박구이,49,27.93,0.5831,0.3185,6.6787,2.45,5.88,0.1764,0,149.8583333,0.0147,0.06664,5.9437,87.318,39.6802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,S단호박꿀찜,51.8,36.162,0.5887,0.3185,8.9103,2.45,5.908,0.2044,0.168,149.8583333,0.0147,0.06692,5.9437,87.318,39.6802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,S단호박떡케익,74.2,184.254,2.9372,0.56042,40.98472,1.652,5.628,0.44226,0.882,85.63333332,0.0462,0.071428,3.3964,175.896,27.2944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,S단호박설기,77.7,173.754,2.5865,0.54327,39.24543,1.96,6.44,0.4151,252.945,107.0416667,0.042,0.09618,4.2455,167.37,32.193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,S단호박찜,49,27.93,0.5831,0.3185,6.6787,2.45,5.88,0.1764,0,149.8583333,0.0147,0.06664,5.9437,87.318,39.6802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
