,name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,snack,snack1,snack2,snack3,snack_breakfast,breakfast1,breakfast2,breakfast3,rice,soup,side_dish1,side_dish2,kimchi,special,empty,rice_type1,rice_type2,rice_type3,rice_type4,rice_type5,rice_type6,rice_type7,rice_type8,rice_type9,rice_type10,rice_type11,rice_type12,rice_type13,rice_type14,rice_type15,rice_type16,rice_type17,rice_type18,rice_type19,rice_type20,rice_type21,rice_type22,rice_type23,rice_type24,simple_rice
2733,밤찹쌀팥밥(63),63,215.61,4.6803,0.3045,46.4794,1.219,7.62,1.0329,4.02,0.298333333,0.14702,0.02955,1.1873,28.6559,10.8555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2734,밤콩밥(63),63,231.51,5.748,1.26,47.151,0,18.33,1.227,4.8,0.19,0.1605,0.0216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2735,보리밥(63),63,227.43,4.206,0.3366,49.7784,0.768,5.79,0.8964,4.8,0.19,0.13452,0.02112,0,53.9382,4.131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2736,수수밥(63),63,228.09,4.23,0.3,50.067,0,4.65,0.885,5.4,0.465,0.1509,0.0192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2737,쌀밥(63),63,228.69,4.032,0.252,50.085,0,4.41,0.819,5.04,0.21,0.1449,0.0126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2738,옥수수밥(63),63,227.79,4.23,0.456,49.629,0,5.49,0.867,4.62,1.605,0.1509,0.018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2739,완두콩밥(63),63,213.75,4.1232,0.2544,46.4856,0.51,6.15,0.8658,4.56,2.105,0.14226,0.01986,0.714,5.2548,0.5316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2740,율무밥(63),63,229.53,4.572,0.42,49.545,0,4.59,0.963,4.8,0.19,0.1503,0.0156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2741,잡곡밥(63),62,226.01,4.4183,0.4482,49.1078,0.518,4.76,0.9578,4.21,0.504166667,0.16016,0.03574,0,101.9438,3.1466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2742,차조밥(63),63,228.51,4.2228,0.4434,49.5834,0.306,4.83,0.9684,4.62,0.295,0.1617,0.02112,0,140.388,7.7274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2743,찰현미밥(63),63,230.71,4.178,0.366,50.343,0,4.14,1.038,4.19,0.153333333,0.1362,0.0216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2744,찹쌀밥(63),63,231.07,4.202,0.252,50.493,0,3.9,0.972,4.19,0.153333333,0.1296,0.0228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2745,찹쌀보리밥(63),63,228.97,4.316,0.3366,50.0424,0.768,5.46,0.9954,4.25,0.153333333,0.12462,0.02772,0,53.9382,4.131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2746,찹쌀팥밥(63),63,228.79,5.0726,0.3078,49.1694,1.074,7.5,1.143,4.13,0.153333333,0.15468,0.03198,0.2742,18.627,8.6562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2747,찹쌀현미밥(63),63,230.71,4.178,0.366,50.343,0,4.14,1.038,4.19,0.153333333,0.1362,0.0216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2748,팥밥(63),63,227.73,4.944,0.246,49.179,0,8.07,1.179,5.76,0.615,0.1587,0.0288,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2749,현미밥(63),63,229.17,4.068,0.366,50.079,0,4.47,0.939,4.74,0.19,0.1461,0.015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2750,흑미밥(63),63,228.27,4.1034,0.3666,49.8336,0.456,5.13,0.792,4.8,0.44,0.16752,0.02664,0,53.538,2.2938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2751,콩밥(63),63,231.45,5.8206,1.1106,47.2944,1.536,19.59,1.1406,4.68,0.245,0.16428,0.03444,0.1962,451.1202,72.7098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2752,감자밥(55),55,155.25,2.8615,0.166,34.062,0.405,4.15,0.607,3.35,0.133333333,0.101,0.01205,1.5765,1.3005,0.276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2753,검정콩밥(55),55,202.15,5.134,0.993,41.2725,1.04,13.45,0.9595,4.05,0.416666667,0.1234,0.0441,0.336,413.1085,67.7695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2754,고구마밥(55),55,168.3,2.7115,0.1765,37.3785,0.405,5.05,0.5875,4.25,0.533333333,0.10175,0.01205,1.068,6.357,0.8235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2755,기장밥(55),55,199.75,3.823,0.3545,43.3455,0.23,3.9,0.7855,4.1,0.208333333,0.13585,0.0139,0,95.548,2.0585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2756,밤밥(55),55,167.85,3.052,0.235,36.8085,0.81,5.2,0.646,3.35,0.495833333,0.1043,0.01775,2.397,32.8335,9.105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2757,밤찹쌀팥밥(55),55,188.55,4.1895,0.2715,40.5565,1.165,7,0.9245,3.5,0.254166667,0.131,0.0269,1.0275,26.467,10.2485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2758,밤콩밥(55),55,202,4.95,1.06,41.28,0,15.45,1.055,4.2,0.166666667,0.1395,0.0185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2759,보리밥(55),55,198.6,3.665,0.2905,43.4695,0.64,5,0.7795,4.2,0.166666667,0.11785,0.0181,0,44.9485,3.4425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2760,수수밥(55),55,199.15,3.685,0.26,43.71,0,4.05,0.77,4.7,0.395833333,0.1315,0.0165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2761,쌀밥(55),55,199.65,3.52,0.22,43.725,0,3.85,0.715,4.4,0.183333333,0.1265,0.011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2762,쌀밥(40),40,145.2,2.56,0.16,31.8,0,2.8,0.52,3.2,0.133333333,0.092,0.008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2763,옥수수밥(55),55,198.9,3.685,0.39,43.345,0,4.75,0.755,4.05,1.345833333,0.1315,0.0155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2764,완두콩밥(55),55,187.2,3.596,0.222,40.7255,0.425,5.3,0.754,4,1.7625,0.1243,0.01705,0.595,4.379,0.443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2765,율무밥(55),55,200.35,3.97,0.36,43.275,0,4,0.835,4.2,0.166666667,0.131,0.0135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2766,잡곡밥(55),55,200.53,3.9484,0.4011,43.5607,0.442,4.18,0.8623,3.74,0.445833333,0.14119,0.0314,0,93.0208,2.7643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2767,차조밥(55),55,199.5,3.679,0.3795,43.307,0.255,4.2,0.8395,4.05,0.254166666,0.1405,0.0181,0,116.99,6.4395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2768,찰현미밥(55),55,201.45,3.65,0.315,43.96,0,3.6,0.905,3.65,0.133333333,0.1185,0.019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2769,찹쌀밥(55),55,201.75,3.67,0.22,44.085,0,3.4,0.85,3.65,0.133333333,0.113,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2770,찹쌀밥(40),40,146.6,2.66,0.16,32.04,0,2.5,0.61,2.7,0.1,0.083,0.014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2771,찹쌀보리밥(55),55,200,3.765,0.2905,43.7095,0.64,4.7,0.8695,3.7,0.133333333,0.10885,0.0241,0,44.9485,3.4425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2772,찹쌀팥밥(55),55,199.85,4.3955,0.2665,42.982,0.895,6.4,0.9925,3.6,0.133333333,0.1339,0.02765,0.2285,15.5225,7.2135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2773,찹쌀현미밥(55),55,201.45,3.65,0.315,43.96,0,3.6,0.905,3.65,0.133333333,0.1185,0.019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2774,팥밥(55),55,198.85,4.28,0.215,42.97,0,6.9,1.015,5,0.520833333,0.138,0.0245,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2775,현미밥(55),55,200.05,3.55,0.315,43.72,0,3.9,0.815,4.15,0.166666667,0.1275,0.013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2776,흑미밥(55),55,199.3,3.5795,0.3155,43.5155,0.38,4.45,0.6925,4.2,0.375,0.14535,0.0227,0,44.615,1.9115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2777,콩밥(55),55,201.95,5.0105,0.9355,41.3995,1.28,16.5,0.983,4.1,0.2125,0.14265,0.0292,0.1635,375.9335,60.5915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2778,감자밥(63),63,178.37,3.2857,0.1908,39.1336,0.459,4.75,0.6966,3.85,0.153333333,0.116,0.01379,1.7867,1.4739,0.3128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2779,검정콩밥(63),63,231.69,5.9688,1.1796,47.142,1.248,15.93,1.1124,4.62,0.49,0.14118,0.05232,0.4032,495.7302,81.3234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2780,고구마밥(63),63,193.16,3.1157,0.2027,42.8923,0.459,5.77,0.6745,4.87,0.606666667,0.11685,0.01379,1.2104,7.2046,0.9333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2781,기장밥(63),63,228.81,4.3956,0.4134,49.6296,0.276,4.47,0.9036,4.68,0.24,0.15612,0.01608,0,114.6576,2.4702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2782,밤밥(63),63,192.65,3.5016,0.269,42.2463,0.918,5.94,0.7408,3.85,0.564166667,0.11974,0.02025,2.7166,37.2113,10.319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2783,밤찹쌀팥밥(63),63,215.61,4.6803,0.3045,46.4794,1.219,7.62,1.0329,4.02,0.298333333,0.14702,0.02955,1.1873,28.6559,10.8555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2784,밤콩밥(63),63,231.51,5.748,1.26,47.151,0,18.33,1.227,4.8,0.19,0.1605,0.0216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2785,보리밥(63),63,227.43,4.206,0.3366,49.7784,0.768,5.79,0.8964,4.8,0.19,0.13452,0.02112,0,53.9382,4.131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2786,수수밥(63),63,228.09,4.23,0.3,50.067,0,4.65,0.885,5.4,0.465,0.1509,0.0192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2787,쌀밥(63),63,228.69,4.032,0.252,50.085,0,4.41,0.819,5.04,0.21,0.1449,0.0126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2788,옥수수밥(63),63,227.79,4.23,0.456,49.629,0,5.49,0.867,4.62,1.605,0.1509,0.018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2789,완두콩밥(63),63,213.75,4.1232,0.2544,46.4856,0.51,6.15,0.8658,4.56,2.105,0.14226,0.01986,0.714,5.2548,0.5316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2790,율무밥(63),63,229.53,4.572,0.42,49.545,0,4.59,0.963,4.8,0.19,0.1503,0.0156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2791,잡곡밥(63),62,226.01,4.4183,0.4482,49.1078,0.518,4.76,0.9578,4.21,0.504166667,0.16016,0.03574,0,101.9438,3.1466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2792,차조밥(63),63,228.51,4.2228,0.4434,49.5834,0.306,4.83,0.9684,4.62,0.295,0.1617,0.02112,0,140.388,7.7274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2793,찰현미밥(63),63,230.71,4.178,0.366,50.343,0,4.14,1.038,4.19,0.153333333,0.1362,0.0216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2794,찹쌀밥(63),63,231.07,4.202,0.252,50.493,0,3.9,0.972,4.19,0.153333333,0.1296,0.0228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2795,찹쌀보리밥(63),63,228.97,4.316,0.3366,50.0424,0.768,5.46,0.9954,4.25,0.153333333,0.12462,0.02772,0,53.9382,4.131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2796,찹쌀팥밥(63),63,228.79,5.0726,0.3078,49.1694,1.074,7.5,1.143,4.13,0.153333333,0.15468,0.03198,0.2742,18.627,8.6562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2797,찹쌀현미밥(63),63,230.71,4.178,0.366,50.343,0,4.14,1.038,4.19,0.153333333,0.1362,0.0216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2798,팥밥(63),63,227.73,4.944,0.246,49.179,0,8.07,1.179,5.76,0.615,0.1587,0.0288,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2799,현미밥(63),63,229.17,4.068,0.366,50.079,0,4.47,0.939,4.74,0.19,0.1461,0.015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2800,흑미밥(63),63,228.27,4.1034,0.3666,49.8336,0.456,5.13,0.792,4.8,0.44,0.16752,0.02664,0,53.538,2.2938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2801,콩밥(63),63,231.45,5.8206,1.1106,47.2944,1.536,19.59,1.1406,4.68,0.245,0.16428,0.03444,0.1962,451.1202,72.7098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2802,감자밥(55),55,155.25,2.8615,0.166,34.062,0.405,4.15,0.607,3.35,0.133333333,0.101,0.01205,1.5765,1.3005,0.276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2803,검정콩밥(55),55,202.15,5.134,0.993,41.2725,1.04,13.45,0.9595,4.05,0.416666667,0.1234,0.0441,0.336,413.1085,67.7695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2804,고구마밥(55),55,168.3,2.7115,0.1765,37.3785,0.405,5.05,0.5875,4.25,0.533333333,0.10175,0.01205,1.068,6.357,0.8235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2805,기장밥(55),55,199.75,3.823,0.3545,43.3455,0.23,3.9,0.7855,4.1,0.208333333,0.13585,0.0139,0,95.548,2.0585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2806,밤밥(55),55,167.85,3.052,0.235,36.8085,0.81,5.2,0.646,3.35,0.495833333,0.1043,0.01775,2.397,32.8335,9.105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2807,밤찹쌀팥밥(55),55,188.55,4.1895,0.2715,40.5565,1.165,7,0.9245,3.5,0.254166667,0.131,0.0269,1.0275,26.467,10.2485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2808,밤콩밥(55),55,202,4.95,1.06,41.28,0,15.45,1.055,4.2,0.166666667,0.1395,0.0185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2809,보리밥(55),55,198.6,3.665,0.2905,43.4695,0.64,5,0.7795,4.2,0.166666667,0.11785,0.0181,0,44.9485,3.4425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2810,수수밥(55),55,199.15,3.685,0.26,43.71,0,4.05,0.77,4.7,0.395833333,0.1315,0.0165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2811,쌀밥(55),55,199.65,3.52,0.22,43.725,0,3.85,0.715,4.4,0.183333333,0.1265,0.011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2812,쌀밥(40),40,145.2,2.56,0.16,31.8,0,2.8,0.52,3.2,0.133333333,0.092,0.008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2813,옥수수밥(55),55,198.9,3.685,0.39,43.345,0,4.75,0.755,4.05,1.345833333,0.1315,0.0155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2814,완두콩밥(55),55,187.2,3.596,0.222,40.7255,0.425,5.3,0.754,4,1.7625,0.1243,0.01705,0.595,4.379,0.443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2815,율무밥(55),55,200.35,3.97,0.36,43.275,0,4,0.835,4.2,0.166666667,0.131,0.0135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2816,잡곡밥(55),55,200.53,3.9484,0.4011,43.5607,0.442,4.18,0.8623,3.74,0.445833333,0.14119,0.0314,0,93.0208,2.7643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2817,차조밥(55),55,199.5,3.679,0.3795,43.307,0.255,4.2,0.8395,4.05,0.254166666,0.1405,0.0181,0,116.99,6.4395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2818,찰현미밥(55),55,201.45,3.65,0.315,43.96,0,3.6,0.905,3.65,0.133333333,0.1185,0.019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2819,찹쌀밥(55),55,201.75,3.67,0.22,44.085,0,3.4,0.85,3.65,0.133333333,0.113,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2820,찹쌀밥(40),40,146.6,2.66,0.16,32.04,0,2.5,0.61,2.7,0.1,0.083,0.014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2821,찹쌀보리밥(55),55,200,3.765,0.2905,43.7095,0.64,4.7,0.8695,3.7,0.133333333,0.10885,0.0241,0,44.9485,3.4425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2822,찹쌀팥밥(55),55,199.85,4.3955,0.2665,42.982,0.895,6.4,0.9925,3.6,0.133333333,0.1339,0.02765,0.2285,15.5225,7.2135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
